cpt_code,cpt_name
43107,"PR REMOVAL ESOPHAGUS,NO THORACOTOMY"
43108,ESOPHAGECTOMY TOTAL/NEAR TOTAL ABDOMINAL
43112,PR TOTAL ESOPHAGECTOMY W/THORCOM W/WO PYLORPLASTY
43113,"PR EXCIS ESOPH,W/THORACOT,W/COLON INTERPOS"
43116,ESOPHAGECTOMY PARTIAL CERVICAL
43117,PARTIAL REMOVAL OF ESOPHAGUS
43118,PARTIAL REMOVAL OF ESOPHAGUS
43121,ESOPHAGECTOMY PARTIAL THORACOTOMY
43122,PARITAL REMOVAL OF ESOPHAGUS
43123,PARTIAL REMOVAL OF ESOPHAGUS
43124,"PR REMOVAL OF ESOPHAGUS,NO RECONSTRUC"
43130,"PR REMOV ESOPHAG DIVERTIC,CERV APPRCH"
43135,"PR REMOV ESOPHAG DIVERTIC,THOR APPRCH"
43180,PR ESOPHAGOSCP RIG TRANSORAL HYPOPHARYNX CRV ESOPH
43191,HB ESOPHAGOSCOPY RIGID TRNSO DX
43192,HB ESOPHAGOSCP RIG TRNSO INJECT
43193,Esophagoscopy rigid transoral with biopsy
43194,HB ESOPHAGOSCP RIG TRNSO REM FB
43195,PR ESOPHAGOSCOPY RIGID TRANSORAL BALLOON DILATION
43196,Esophagoscopy rig transoral guide wire dilation
43197,HB ESOPHAGOSCOPY FLEX DX BRUSH
43198,ESOPHAGOSCOPY FLEXIBLE TRANSNASAL
43200,PR ESOPHAGOSCOPY FLEXIBLE TRANSORAL DIAGNOSTIC
43201,PR ESOPHAGOSCOPY FLEXIBLE TRANSORAL W SUBMUCOUS INJ
43202,PR ESOPHAGOSCOPY FLEXIBLE TRANSORAL WITH BIOPSY
43204,PR ESOPHAGOSCOPY FLEX TRANSORAL INJECTION VARICES
43205,Esphgoscopy flex w/band ligation esophgl varices
43206,HB ESOPH OPTICAL ENDOMICROSCOPY
4320F,PR PT COUNSEL ABOUT PSYCHOSOCIAL AND PHARM OPTIONS ALCOHOL DEPEND
43210,ESOPHAGOGASTRIC FUNDOPLICATION
43211,HB ESOPHAGOSCOP MUCOSAL RESECT
43212,HB ESOPHAGOSCOP STENT PLACEMENT
43213,HB ESOPHAGOSCOPY RETRO BALLOON
43214,Esophagoscopy dilate esophagus balloon 30 mm
43215,PR ESOPHAGOSCOPY FLEXIBLE REMOVAL FOREIGN BODY
43216,PR ESPHAGOSCOPY FLEX LESION REMOVAL HOT BX FORCEPS
43217,PR ESOPHAGOSCOPY FLEXIB LESION REMOVAL TUMOR SNARE
43219,ESOPHAGUS ENDOSCOPY
43220,PR ESOPHAGOSCOPY FLEX BALLOON DILAT <30 MM DIAM
43226,PR ESOPHAGOSCOPY FLEXIBLE GUIDE WIRE DILATION
43227,PR ESOPHAGOSCOPY FLEXIBLE W/BLEEDING CONTROL
43228,"ESOPH ENDOSCOPY, ABLATION"
43229,Esophagoscopy flex transoral lesion ablation
4322F,CRGVR PROVIDED W/ED REFERRED ADDL RESOURCES
43231,PR ESOPHAGOSCOPY FLEXIBLE TRANSORAL ULTRASOUND EXAM
43232,"43232 ESOPHAGOSCOPY, FLEXIBLE, TRANSORAL; WITH TRANSENDOSCOPIC ULTRASOUND-GUIDED INTRAMURAL OR TRANSMURAL FINE NEEDLE ASPIRATION/BIOPSY"
43233,HB EGD BALLOON DIL ESOPH30 MM/>
43234,"PR UPPER GI ENDOSCOPY,EXAM"
43235,PR ESOPHAGOGASTRODUODENOSCOPY TRANSORAL DIAGNOSTIC
43236,PR ESOPHAGOGASTRODUODENOSCOPY SUBMUCOSAL INJECTION
43237,PR ESOPHAGOGASTRODUODENOSCOPY US SCOPE W/ADJ STRXRS
43238,PR EGD INTRMURAL US NEEDLE ASPIRATE/BIOPSY ESOPHAGS
43239,PR EGD TRANSORAL BIOPSY SINGLE/MULTIPLE
43240,PR EGD TRANSORAL TRANSMURAL DRAINAGE PSEUDOCYST
43241,PR EGD INTRALUMINAL TUBE/CATHETER INSERTION
43242,PR EGD INTRMURAL NEEDLE ASPIR/BIOP ALTERED ANATOMY
43243,PR EGD INJECTION SCLEROSIS ESOPHGL/GASTRIC VARICES
43244,PR EGD BAND LIGATION ESOPHGEAL/GASTRIC VARICES
43245,PR EGD DILATION GASTRIC/DUODENAL STRICTURE
43246,PR EGD PERCUTANEOUS PLACEMENT GASTROSTOMY TUBE
43247,PR EGD FLEXIBLE FOREIGN BODY REMOVAL
43248,PR EGD INSERT GUIDE WIRE DILATOR PASSAGE ESOPHAGUS
43249,PR EGD BALLOON DILATION ESOPHAGUS <30 MM DIAM
4324F,PR PATIENT/CAREGIVER QUERIED PARKINSON'S MEDICATION MOTOR COMPLICATIONS
43250,PR EGD FLEX REMOVAL LESION(S) BY HOT BIOPSY FORCEPS
43251,PR EGD REMOVAL TUMOR POLYP/OTHER LESION SNARE TECH
43252,HB EGD OPTICAL ENDOMICROSCOPY
43253,HB EGD US TRANSMURAL INJXN/MARK
43254,HB EGD ENDO MUCOSAL RESECTION
43255,PR EGD TRANSORAL CONTROL BLEEDING ANY METHOD
43256,"PR UPPER GI ENDOSCOPY,STENT PLACEMENT"
43257,PR EGD DELIVER THERMAL ENERGY SPHNCTR/CARDIA GERD
43258,OPERATIVE UPPER GI ENDOSCOPY
43259,PR EDG US EXAM SURGICAL ALTER STOM DUODENUM/JEJUNUM
4325F,MED TXMNT OPTIONS RVWD W/PT
43260,PR ERCP DX COLLECTION SPECIMEN BRUSHING/WASHING
43261,PR ERCP W/BIOPSY SINGLE/MULTIPLE
43262,PR ERCP W/SPHINCTEROTOMY/PAPILLOTOMY
43263,PR ERCP W/PRESSURE MEASUREMENT SPHINCTER OF ODDI
43264,PR ERCP REMOVE CALCULI/DEBRIS BILIARY/PANCREAS DUCT
43265,PR ERCP DESTRUCTION/LITHOTRIPSY CALCULI ANY METHOD
43266,HC EGD ENDOSCOPIC STENT PLACE
43267,ENDO CHOLANGIOPANCREATOGRAPH
43268,ENDO CHOLANGIOPANCREATOGRAPH
43269,ENDO CHOLANGIOPANCREATOGRAPH
4326F,PR PATIENT/CAREGIVER QUERIED SYMPTOMS AUTONOMIC DYSFUNCTION
43270,HB EGD LESION ABLATION
43271,ENDO CHOLANGIOPANCREATOGRAPH
43272,ENDO CHOLANGIOPANCREATOGRAPH
43273,HB ENDOSCOPIC PANCREATOSCOPY
43274,HC ERCP DUCT STENT PLACEMENT
43275,HC ERCP REMOVE FOREIGN BODY/STENT BILIARY/PANC DUCT
43276,HB ERCP STENT EXCHANGE W/DILATE
43277,HC ERCP W/DIL SPHINCT INCL
43278,HB ERCP LESION ABLATE W/DILATE
43279,"LAP MYOTOMY, HELLER"
43280,"LAPAROSCOPY, FUNDOPLASTY"
43281,LAP PARAESOPHAG HERN REPAIR
43282,LAP PARAESOPH HER RPR W/MESH
43283,LAP ESOPH LENGTHENING
43284,ESOPHAGOGASTRIC FUNDOPLICATION LINX NISSEN LAPAROSCOPY
43285,PR REMOVAL ESOPHAGEAL SPHINCTER AGMNTJ DEVICE
43286,PR ESOPHAGECTOMY TOTAL NEAR TOTAL W/LAPS MOBLJ
43287,PR ESOPHAGECTOMY DISTAL 2/3 W/LAPAROSCOPIC MOBLJ
43288,PR ESOPHAGECTOMY TOTAL NEAR TOTAL W/THRSC MOBLJ
43289,"LAPAROSCOPE PROC, ESOPH"
4328F,PR PATIENT/CAREGIVER QUERIED SLEEP DISTURBANCES
43300,ESOPHAGEAL REPAIR/RECONSTRUCTION TRACHEOESOPHAGEAL FISTULA REPAIR
43305,"PR REPAIR TRACHEOESOPHAGEAL FISTULA, CERVICAL APPROACH"
4330F,CNSLNG EPI SPEC SFTY ISSUES
43310,"PR ESOPHAGOPLASTY,THORACIC APPRCH"
43312,"PR REPAIR TRACHEOESOPHAGEAL FISTULA, THORACIC APPROACH"
43313,ESOPHAGOPLASTY CONGENITAL
43314,"PR ESOPHAGOPLASTY CON DEF,W/REPAIR TE FIST"
43320,ESOPHAGOGASTROSTOMY VAGOTOMY PYLOROPLASTY
43324,ESOPHAGOGASTRIC FUNDOPLASTY
43325,ESOPHAGOGASTRIC FUNDOPLICATION NISSEN
43326,PR E-G FUNDOPLASTY + GASTROPLASTY
43327,ESOPH FUNDOPLASTY LAP
43328,ESOPH FUNDOPLASTY THOR
43330,ESOPHAGOMYOTOMY HELLER ABDOMINAL
43331,ESOPHAGOMYOTOMY HELLER THORACIC
43332,"PR REPAIR PARAESOPHAGEAL HIATAL HERNIA,LAPAROTOMY, WO MESH"
43333,"PR REPAIR PARAESOPHAGEAL HIATAL HERNIA,LAPAROTOMY, W MESH"
43334,"PR REPAIR PARAESOPHAGEAL HIATAL HERNIA,THORACOTOMY, WO MESH"
43335,"PR REPAIR PARAESOPHAGEAL HIATAL HERNIA,THORACOTOMY, W MESH"
43336,PARAESOPHAGEAL HERNIA REPAIR HIATAL FUNDOPLICATION THORACOABDOMINAL INCISION
43337,PARAESOPHAGEAL HERNIA REPAIR HIATAL FUNDOPLICATION IMPLANT THORACOABDOMINAL
43338,ESOPH LENGTHENING
43340,FUSE ESOPHAGUS & INTESTINE
43341,FUSE ESOPHAGUS & INTESTINE
43350,"PR SURG OPENING,ESOPHAGUS,ABD APPRCH"
43351,"PR SURG OPENING,ESOPHAGUS,THOR APPRCH"
43352,ESOPHAGOSTOMY
43360,GASTROINTESTINAL RECONSTRUCTION GASTRIC PYLOROPLASTY
43361,GASTROINTESTINAL REPAIR
43400,ESOPHAGEAL VARICES EXCISION/LIGATION
43401,ESOPHAGEAL TRANSECTION/PARAESOPHAGEAL DEVASCULARIZATION
43405,ESOPHAGEAL REPAIR SUTURE/LIGATION/STAPLING
4340F,CNSLNG CHLDBRNG WOMEN EPI
43410,"PR SUTURE ESOPHAGUS WOUND,CERV APPRCH"
43415,"PR SUTURE OF ESOPHOGEAL WOUND, TRANSTHORACIC APPROACH"
43420,"PR REPAIR ESOPHAGUS OPENING,CERV APPRCH"
43425,PR REPAIR ESOPHAGUS OPENING
43450,DILATE ESOPHAGUS
43453,PR DILATION ESOPHAGUS GUIDE WIRE
43456,Dilat esophagus balloon/dilator retrograde
43458,DILATE ESOPHAGUS
43460,ESOPHAGOGASTRIC BALLOON TAMPONADE
43496,"FREE JEJUNUM FLAP, MICROVASC"
43499,ESOPHAGUS SURGERY PROCEDURE
43500,PR SURGICAL OPENING OF STOMACH
43501,"PR OPEN STOMACH,REULCER,SUTURE"
43502,"PR OPEN STOM,REOLD GE LACERATN"
4350F,COUNSELING PROVIDED SYMP MNGMNT PALLIATION
43510,GASTROSTOMY TUBE INSERTION ESOPHAGEAL DILATION
43520,INCISION OF PYLORIC MUSCLE
43600,BIOPSY OF STOMACH
43605,BIOPSY OF STOMACH
43610,EXCISION OF STOMACH LESION
43611,EXCISION OF STOMACH LESION
43620,"PR REMOVAL STOMACH,TOTAL"
43621,"PR REMOVAL STOMACH,ROUX-EN-Y"
43622,"PR REMOVAL STOMACH,FORM INTEST POUCH"
43631,"PR REMV STOMACH,PART,DISTAL,GASTRODUOD"
43632,"PR REMV STOMACH,PART,DISTAL,GASTROJEJUN"
43633,"PR REMV STOMACH,PART,DISTAL,ROUX-EN-Y"
43634,"PR REMV STOMACH,PART,DISTAL,FORM POUCH"
43635,"PR REMV STOMACH,PART,DISTAL,VAGOTOMY"
43638,"PR REMV STOMACH,PART,PROX"
43639,"PR REMV STOMACH,PART,PROX,PYLOROPLASTY"
43640,"PR VAGOTOMY/PYLOROPLASTY,SELECT"
43641,"PR VAGOTOMY/PYLOROPLASTY,HI SELECT"
43644,LAP GASTRIC BYPASS/ROUX-EN-Y
43645,LAP GASTR BYPASS INCL SMLL I
43647,GASTRIC NEUROSTIMULATOR ELECTRODE INSERTION/REPLACEMENT LAPAROSCOPY
43648,GASTRIC NEUROSTIMULATOR ELECTRODE REVISION/REMOVAL LAPAROSCOPY
43651,"LAPAROSCOPY, VAGUS NERVE"
43652,"LAPAROSCOPY, VAGUS NERVE"
43653,"LAPAROSCOPY, GASTROSTOMY"
43659,"LAPAROSCOPE PROC, STOM"
43749,LAP SINGLE ANASTOMOSIS DUODENAL SWITCH ESOPHAGOGASTRODUODENOSCOPY
43750,IR G-TUBE PLACE
43752,NASAL/OROGASTRIC W/STENT
43753,HCPF TX GASTRO INTUB W/ASP
43754,DX GASTR INTUB W/ASP SPEC
43755,DX GASTR INTUB W/ASP SPECS
43756,DX DUOD INTUB W/ASP SPEC
43757,DX DUOD INTUB W/ASP SPECS
43760,IR CHANGE OF GASTROSTOMY TUBE
43761,IR CHANGE GASTRO TUBE S & I
43762,HCPF RPLC GTUBE NO REVJ TRC
43763,HCPF RPLC GTUBE REVJ GSTRST TRC
43770,"LAP, PLACE GASTR ADJUST BAND"
43771,"LAP, REVISE ADJUST GAST BAND"
43772,"LAP, REMOVE ADJUST GAST BAND"
43773,"LAP, CHANGE ADJUST GAST BAND"
43774,LAP REMOV ADJ GAST BAND/PORT
43775,LAP SLEEVE GASTRECTOMY
43800,PR RECONSTRUCTION OF PYLORUS
43810,FUSION OF STOMACH AND BOWEL
43820,FUSION OF STOMACH AND BOWEL
43825,FUSION OF STOMACH AND BOWEL
43830,PLACE GASTROSTOMY TUBE
43831,PLACE GASTROSTOMY TUBE
43832,PLACE GASTROSTOMY TUBE
43840,PR REPAIR PERF DUOD/GAST ULC-WND/INJ
43842,GASTROPLASTY FOR OBESITY
43843,GASTROCOLIC FISTULA CLOSURE
43845,GASTROPLASTY DUODENAL SWITCH
43846,GASTRIC BYPASS FOR OBESITY
43847,GASTRIC BYPASS
43848,"PR REVISION GASTROPLASTY,OBESITY, NON-GAST RESTRICT DEVICE"
43850,PR REVISE GASTRODUOD ANASTOMOSIS
43855,"PR REVISE GASTRODUOD ANAST,W VAGOTOMY"
43860,"PR REVISE,GASTROJEJUN ANAST,W/O VAGOTOMY"
43865,"PR REVISE GASTROJEJUN ANAST,W VAGOTOMY"
43870,"PR CLOSURE OF GASTROSTOMY,SURGICAL"
43880,Closure gastrocolic fistula
43881,GASTRIC NEUROSTIMULATOR ELECTRODE INSERTION/REPLACEMENT
43882,PR OPEN REVISE/REMOVE GASTRIC NEUROSTIM ANTRUM
43886,"PR REVISE GASTRIC PORT, OPEN"
43887,Gstr rstcv px opn rmvl subq port component only
43888,"CHANGE GASTRIC PORT, OPEN"
43999,PR STOMACH SURGERY PROCEDURE
44005,FREEING OF BOWEL ADHESION
4400F,PR REHABILITATIVE THERAPY OPTIONS DISCUSSED WITH PATIENT/CAREGIVER
44010,INCISION OF SMALL BOWEL
44015,INSERT NEEDLE CATH BOWEL
44020,EXPLORATION OF SMALL BOWEL
44021,DECOMPRESS SMALL BOWEL
44025,INCISION OF LARGE BOWEL
44050,"PR REDUCE VOLVULUS,INTUSS,INTERN HERNIA"
44055,CORRECT MALROTATION OF BOWEL
44100,BIOPSY OF BOWEL
44110,EXCISION OF BOWEL LESION(S)
44111,EXCISION OF BOWEL LESION(S)
44120,"PR RESECT SMALL INTEST,SINGL RESEC/ANAS"
44121,"PR RESECT SMALL INTEST,EACH ADDNL"
44125,PR RESECT SMALL INTEST W ENTEROSTOMY
44126,"ENTERECTOMY W/O TAPER, CONG"
44127,"ENTERECTOMY W/TAPER, CONG"
44128,"ENTERECTOMY CONG, ADD-ON"
44130,BOWEL TO BOWEL FUSION
44132,ENTERECTOMY DONOR CADAVER
44133,ENTERECTOMY DONOR LIVING
44135,BOWEL TRANSPLANT DONOR CADAVER PROCUREMENT
44136,BOWEL TRANSPLANT DONOR LIVING
44137,BOWEL TRANSPLANT ALLOGRAFT REMOVAL
44139,MOBILIZATION OF COLON
44140,COLON RESECTION
44141,PARTIAL REMOVAL OF COLON
44143,PARTIAL REMOVAL OF COLON
44144,PARTIAL REMOVAL OF COLON
44145,PARTIAL REMOVAL OF COLON
44146,PARTIAL REMOVAL OF COLON
44147,PARTIAL REMOVAL OF COLON
44150,PR REMOVAL COLON/ILEOSTOMY
44151,"PR REMOVAL COLON/ILEOSTOMY,CONTINENT"
44152,PR REMOVAL COLON/ILEOANAL ANAST
44153,PR REMOVAL COLON/ILEAL RESERVOIR
44155,PR REMOVAL COLON/PROCTECTOMY/ILEOSTOMY
44156,PR REMOVAL COLON/PROCTEC/ILEOSTOMY CONT
44157,COLECTOMY W/ILEOANAL ANAST
44158,COLECTOMY W/NEO-RECTUM POUCH
44160,PR REMVL COLON & TERM ILEUM W/ILEOCOLOSTOMY
44180,"LAP, ENTEROLYSIS"
44186,"LAP, JEJUNOSTOMY"
44187,"LAP, ILEO/JEJUNO-STOMY"
44188,"LAP, COLOSTOMY"
44200,"LAPAROSCOPY, ENTEROLYSIS"
44201,"LAPAROSCOPY, JEJUNOSTOMY"
44202,"LAPARO, RESECT INTESTINE"
44203,"LAP RESECT S/INTESTINE, ADDL"
44204,LAPARO PARTIAL COLECTOMY
44205,LAP COLECTOMY PART W/ILEUM
44206,LAP PART COLECTOMY W/STOMA
44207,L COLECTOMY/COLOPROCTOSTOMY
44208,L COLECTOMY/COLOPROCTOSTOMY
44209,"LAPAROSCOPE PROC, INTESTINE"
44210,LAPARO TOTAL PROCTOCOLECTOMY
44211,LAPARO TOTAL PROCTOCOLECTOMY
44212,LAPARO TOTAL PROCTOCOLECTOMY
44213,"LAP, MOBIL SPLENIC FL ADD-ON"
44227,"LAP, CLOSE ENTEROSTOMY"
44238,LAP REPAIR VOLVULUS
44239,"LAPAROSCOPE PROC, RECTUM"
44300,OPEN BOWEL TO SKIN
44310,ILEOSTOMY/JEJUNOSTOMY
44312,"PR REVISION OF ILEOSTOMY,SIMPLE"
44314,"PR REVISION OF ILEOSTOMY,COMPLICATED"
44316,DEVISE BOWEL POUCH
44320,COLOSTOMY
44322,COLOSTOMY WITH BIOPSIES
44340,"PR REVISION OF COLOSTOMY,SIMPLE"
44345,"PR REVISION OF COLOSTOMY,COMPLICATED"
44346,"PR REVIS COLOSTOMY,REPARACOLO HERNIA"
44360,PR ENDOSCOPY UPPER SMALL INTESTINE
44361,PR ENDOSCOPY UPPER SMALL INTESTINE W/BIOPSY
44363,PR ENTEROSCOPY > 2ND PRTN W/RMVL FOREIGN BODY
44364,PR ENTEROSCOPY > 2ND PRTN W/RMVL LESION SNARE
44365,HB - SMALL BOWEL ENDOSCOPY WITHOUT ILEUM W/HOT BIOPSY
44366,PR ENTEROSCOPY > 2ND PRTN W/CONTROL BLEEDING
44369,PR ENTEROSCOPY > 2ND PRTN ABLTJ LESION
44370,PR ENTEROSCOPY > 2ND PRTN TNDSC STENT PLMT
44372,PR ENTEROSCOPY > 2ND PRTN W/PLMT PRQ TUBE
44373,PR ENTEROSCOPY > 2ND PRTN CONV GSTRST TUBE
44376,PR ENTEROSC >2ND PRTN W/ILEUM W/WO COLLJ SPEC SPX
44377,PR ENTEROSC >2ND PRTN W/ILEUM W/BX SINGLE/MULTIPLE
44378,PR ENTEROSCOPY > 2ND PRTN ILEUM CONTROL BLEEDING
44379,HB - SMALL BOWEL ENDOSCOPE STENT PLACEMENT WITH ILEUM
44380,PR ILEOSCOPY THRU STOMA DX W/COLLJ SPEC WHEN PRFMD
44381,HB ILEOSCOPY/STOMA;BALLOON DILAT
44382,PR ILEOSCOPY STOMA W/BX SINGLE/MULTIPLE
44383,ILEOSCOPY
44384,HB ILEOSCOPY THROUGH STOMA WITH STENT
44385,PR NDSC EVAL INTSTINAL POUCH DX W/COLLJ SPEC SPX
44386,PR NDSC EVAL INTSTINAL POUCH W/BX SINGLE/MULTIPLE
44388,HCHG COLONOSCOPY THRU STOMA
44389,"HCHG COLONOSCOPY THRU STOMA,BIOPSY"
44390,"HCHG COLONOSCOPY THRU STOMA,FOREIGN BODY"
44391,"HCHG COLONOSCOPY THRU STOMA,W/CONTROL,BLEED"
44392,Colonoscopy stoma rmvl lesion cautery
44393,"COLONOSCOPY, LESION REMOVAL"
44394,"HCHG COLONOSCOPY THRU STOMA,LESN RMVL W/SNARE"
44397,COLONOSCOPY VIA STOMA W STENT W PREDILATION
44401,HB COLONOSCOPY WITH ABLATION
44402,HB COLONOSCOPY W/STENT PLCMT
44403,HB COLONOSCOPY VIA STOMA W/ EMR
44404,HB COLONOSCOPY W/INJECTION
44405,Colonoscopy through stoma; with transendoscopic balloon dilation
44406,HB - EUS OF COLON VIA STOMA
44407,COLONOSCOPY THRU STOMA W/US EXAM & FNA BIOPSY(S)
44408,HB - DECOMPRESS/VOLVULUS VIA STOMA
44500,PR INTRODUCTION LONG GI TUBE SEPARATE PROCEDURE
4450F,PR SELF-CARE EDUCATION PROVIDED TO PATIENT
44602,"PR SUTURE SM INTEST,SINGLE PERF"
44603,"PR SUTURE SM INTEST,MULTPL PERF"
44604,PR SUTURE LRG INTEST
44605,PR SUTURE LRG INTEST W COLOSTOMY
44615,INTESTINAL STRICTUROPLASTY
44620,PR CLOSE ENTEROSTOMY
44625,"PR CLOSE ENTEROSTOMY,RESEC+ANAST"
44626,"PR CLOSE ENTEROSTOMY,RESEC+COLOREC ANAS"
44640,PR REPAIR BOWEL-SKIN FISTULA
44650,PR REPAIR BOWEL-BOWEL FISTULA
44660,PR REPAIR BOWEL-BLADDER FISTULA
44661,"PR REBOW-BLAD FIST,W/INTEST/BLAD RESECT"
44680,PR INTESTINAL PLICATION
44700,"PR EXCLUSION,SMALL BOWEL FROM PELVIS"
44701,INTRAOP COLON LAVAGE ADD-ON
44705,HB PREPARE FECAL MICROBIOTA
4470F,IMPLANT CARDIOVERT-DEFIB (ICD) COUNSELING PROV
44715,"PR TRANSPLANT, PREP DONOR INTESTINE"
44720,"PR TRANSPLANT, RECONS DONOR INTEST VENOUS"
44721,"PR TRANSPLANT, RECONS DONOR INTEST ARTER"
44799,INTESTINE SURGERY PROCEDURE
44800,EXCISION OF BOWEL POUCH
4480F,PR PT RCVNG ACE/ARB BETA BLOCKER TX 3 MONS/LONGER
4481F,PR PT RCVNG ACE/ARB AND BETA BLOCKER < 3 MONTHS
44820,EXCISION OF MESENTERY LESION
44850,PR SUTURE OF MESENTERY
44899,BOWEL SURGERY PROCEDURE
44900,"DRAIN APP ABSCESS, OPEN"
44901,"DRAIN APP ABSCESS, PERCUT"
44950,APPENDECTOMY
44955,APPENDECTOMY ADD-ON
44960,APPENDECTOMY
44970,"LAPAROSCOPY, APPENDECTOMY"
44979,"LAPAROSCOPE PROC, APP"
45000,IR DRAIN ABSCESS PELVIS/TRANSRECTAL
45005,DRAINAGE OF RECTAL ABSCESS
4500F,PR REFERRED TO OUTPT CARD REHABILITATION PROGRAM
45020,"IR DRAIN ABSCESS PELVIS "
45100,BIOPSY OF RECTUM
45108,PR ANORECTAL MYOMECTOMY
4510F,PR PREVIOUS CARDIAC REHAB FOR QUAL CARD EVENT DONE
45110,"PR PROCTECTOMY,AP RESECT+OSTOMY"
45111,PARTIAL REMOVAL OF RECTUM
45112,"PR PROCTECTOMY,AP RESEC,PULL-THRU"
45113,PARTIAL PROCTECTOMY
45114,PARTIAL REMOVAL OF RECTUM
45116,PARTIAL REMOVAL OF RECTUM
45119,"PR PROCTECTOMY,A-P PULLTHRU W/RESERVOIR"
45120,"PR PROCTECTOMY,COMPLT,PULL-THRU,ANAST"
45121,"PR PROCTECTOMY,COMPL,COLECTOMY,BX'S"
45123,PARTIAL PROCTECTOMY
45126,PELVIC EXENTERATION
45130,EXCISION OF RECTAL PROLAPSE
45135,EXCISION OF RECTAL PROLAPSE
45136,EXCISE ILEOANAL RESERVIOR
45150,ANAL/RECTAL SCAR TISSUE REMOVAL
45160,EXCISION OF RECTAL LESION
45170,EXCISION OF RECTAL LESION
45171,EXC RECT TUM TRANSANAL PART
45172,EXC RECT TUM TRANSANAL FULL
45190,Destruction rectal tumor transanal approach
4525F,NEUROPSYCHIATRIC INTERVENTION ORDERED
4526F,NEUROPSYCHIATRIC INTERVENTION RECEIVED
45300,"PR PROCTOSIGMOIDOSCOPY,RIGID,DIAGNOS"
45303,PR PROCTOSGMDSC RIGID W/DILATION
45305,PR PROCTOSGMDSC RIGID W/BX SINGLE/MULTIPLE
45307,PR PROCTOSGMDSC RIGID W/RMVL FOREIGN BODY
45308,PR PROCTOSGMDSC RIGID RMVL 1 LESION CAUTERY
45309,PR PROCTOSGMDSC RIGID RMVL 1 LESION SNARE TQ
45315,PR PROCTOSGMDSC RIGID RMVL MULT TUMOR CAUTERY/SNARE
45317,PR PROCTOSGMDSC RIGID CONTROL BLEEDING
45320,PR PROCTOSGMDSC RIGID ABLATION LESION
45321,PR PROCTOSGMDSC RIGID DCMPRN VOLVULUS
45327,PR PROCTOSGMDSC RIGID TNDSC STENT PLMT
45330,DIAGNOSTIC SIGMOIDOSCOPY
45331,FLEX SIG WITH BIOPSY
45332,PR SIGMOIDOSCOPY FLX W/RMVL FOREIGN BODY
45333,PR SIGMOIDOSCOPY FLX W/RMVL TUMOR BY HOT BX FORCEPS
45334,PR SIGMOIDOSCOPY FLX CONTROL BLEEDING
45335,PR SGMDSC FLX DIRED SBMCSL NJX ANY SBST
45337,PR SGMDSC FLX W/DCMPRN W/PLMT DCMPRN TUBE
45338,PR SGMDSC FLX RMVL TUM POLYP/OTH LES SNARE TQ
45339,"PR SIGMOIDOSCOPY,ABLATE LESN"
45340,PR SIGMOIDOSCOPY FLX TNDSC BALO DILAT
45341,PR SIGMOIDOSCOPY FLX NDSC US XM
45342,PR SIGMOIDOSCOPY FLX TNDSC US GID NDL ASPIR/BX
45345,"PR SIGMOIDOSCOPY,TRANSENDOSCOPIC STENT"
45346,HB SIGMOIDOSCOPY W/ABLATION
45347,HC FLEX SIG W/STENT PLCMT & DIL
45349,HB SIGMOIDOSCOPY W/RESECTION
45350,HB - FLEX SIG W/ BAND LIGAITON
45355,COLONOSCOPY; TRANSABDOMINAL VIA COLOTOMY
45378,"HCHG COLONOSCOPY,DIAGNOSTIC"
45379,"HCHG COLONOSCOPY,REMV FOREIGN BODY"
45380,"HCHG COLONOSCOPY,BIOPSY"
45381,"HCHG COLONOSCPY,FLEX,W/DIR SUBMUC INJECT"
45382,"HCHG COLONOSCOPY,FLEX,W/CONTROL, BLEEDING"
45383,COLONOSCOPY W/ ABLAT LESION REM NOT HOT FOR
45384,"HCHG COLONOSCOPY,REMV LESN,FORCEP/CAUTERY"
45385,"HCHG COLONOSCOPY,REMV LESN,SNARE"
45386,"HCHG COLONOSCOPY,FLEX,W/DILAT, 1/>STRICTURES"
45387,COLONOSCOPY W/STENT W/ PREDILATIONOL
45388,HC COLONOSCOPY W/ABLATION
45389,HB COLONOSCOPY WITH STENT PLACEMENT
45390,HB COLONOSCOPY FLX W/ENDOSCOPIC MUCOSAL RESECTION
45391,PR COLSC FLX W/NDSC US XM RCTM ET AL LMTD&ADJ STRUX
45392,PR COLSC FLX W/US GUID NDL ASPIR/BX W/US RCTM ET AL
45393,HB COLON W/DECOMPRESSION VOLVULUS
45395,"LAP, REMOVAL OF RECTUM"
45397,"LAP, REMOVE RECTUM W/POUCH"
45398,HB - COLON WITH BAND LIGAION
45399,HB UNLISTED PROCEDURE – COLON
45400,LAPAROSCOPIC PROCTOPEXY
45402,LAP PROCTOPEXY W/SIG RESECT
4540F,PR DISEASE MODIFYING PHARMACOTHERAPY DISCUSSED
4541F,PR TX PSEUDOBULBAR AFFECT SIALORRHEA/ALS SYMP
45499,"LAPAROSCOPE PROC, RECTUM"
45500,"PR REPAIR OF RECTUM,STENOSIS"
45505,"PR REPAIR OF RECTUM,PROLAPSE MUCOSA"
4550F,PR OPTIONS NONINVASIVE RESP SUPPORT DISCUSSED W/PT
4551F,PR NUTRITIONAL SUPPORT OFFERED
45520,"PR SCLEROSIS PERIRECTAL,PROLAPSE"
4552F,PR PT OFFERED REFERRAL SPEECH LANGUAGE PATHOLOGIST
